cohort,model,MAE,RMSE,MAPE,Bias
overall_all,LightGBM,648.4857521150939,912.8834455035872,6.95952256212696,-320.6597728360675
overall_all,Operator(op_24h_latest),1779.1456257744733,2267.7062566946465,18.894856304762012,-1103.6498389095418
hotday_all,LightGBM,1107.5949492348366,1405.3094653683784,13.846097100856056,27.205818593725926
hotday_all,Operator(op_24h_latest),1446.4304938271605,1719.5270620205392,17.883445677762666,-78.0714814814814
