timestamp,is_hot_day,true,op_24h
2019-01-05 23:30:00,1,6875.52,7475.08
2019-01-06 00:00:00,0,6729.79,7267.9
2019-01-06 00:30:00,0,6614.84,7070.36
2019-01-06 01:00:00,0,6542.9,6846.88
2019-01-06 01:30:00,0,6422.98,6586.61
2019-01-06 02:00:00,0,6210.78,6378.02
2019-01-06 02:30:00,0,6064.72,6229.04
2019-01-06 03:00:00,0,5995.39,6170.44
2019-01-06 03:30:00,0,5973.27,6152.71
2019-01-06 04:00:00,0,6018.16,6153.33
2019-01-06 12:30:00,0,8397.59,6702.0
2019-01-06 13:00:00,0,8472.62,6722.62
2019-01-06 13:30:00,0,8420.89,6759.95
2019-01-06 14:00:00,0,8432.17,6815.96
2019-01-06 14:30:00,0,8420.39,6886.63
2019-01-06 15:00:00,0,8443.7,6925.98
2019-01-06 15:30:00,0,8555.78,6982.67
2019-01-06 16:00:00,0,8570.23,7109.85
2019-01-06 16:30:00,0,8626.81,7148.43
2019-01-06 17:00:00,0,8664.3,7254.05
2019-01-06 17:30:00,0,8773.42,7326.1
2019-01-06 18:00:00,0,8632.49,7362.26
2019-01-06 18:30:00,0,8665.86,7344.6
2019-01-06 19:00:00,0,8522.09,7295.97
2019-01-06 19:30:00,0,8459.42,7372.55
2019-01-06 20:00:00,0,8434.33,7426.99
2019-01-06 20:30:00,0,8443.79,7422.02
2019-01-06 21:00:00,0,8299.79,7342.69
2019-01-06 21:30:00,0,8110.31,7304.39
2019-01-06 22:00:00,0,8071.51,7196.27
2019-01-06 22:30:00,0,7895.71,7073.5
2019-01-06 23:00:00,0,7872.99,6905.63
2019-01-06 23:30:00,0,7750.45,6744.29
2019-01-07 00:00:00,0,7558.98,6633.77
2019-01-07 00:30:00,0,7426.58,6530.13
2019-01-07 01:00:00,0,7220.85,6400.43
2019-01-07 01:30:00,0,6975.87,6201.12
2019-01-07 02:00:00,0,6796.06,6034.99
2019-01-07 02:30:00,0,6545.45,5960.59
2019-01-07 03:00:00,0,6399.15,5937.13
2019-01-07 03:30:00,0,6390.99,5967.98
2019-01-07 04:00:00,0,6376.95,6058.71
2019-01-07 12:30:00,0,9219.6,8145.29
2019-01-07 13:00:00,0,9324.57,8187.29
2019-01-07 13:30:00,0,9530.1,8225.08
2019-01-07 14:00:00,0,9604.76,8254.1
2019-01-07 14:30:00,0,9816.1,8303.91
2019-01-07 15:00:00,0,9980.41,8368.23
2019-01-07 15:30:00,0,10275.02,8457.37
2019-01-07 16:00:00,0,10492.05,8511.23
2019-01-07 16:30:00,0,10538.07,8626.86
2019-01-07 17:00:00,0,10498.38,8687.57
2019-01-07 17:30:00,0,10494.28,8573.62
2019-01-07 18:00:00,0,10239.99,8514.97
2019-01-07 18:30:00,0,10154.51,8438.36
2019-01-07 19:00:00,0,9873.14,8327.49
2019-01-07 19:30:00,0,9776.25,8297.4
2019-01-07 20:00:00,0,9613.23,8299.87
2019-01-07 20:30:00,0,9452.37,8209.9
2019-01-07 21:00:00,0,9185.97,8038.69
2019-01-07 21:30:00,0,8809.34,7941.84
2019-01-07 22:00:00,0,8598.89,7834.49
2019-01-07 22:30:00,0,8327.44,7745.97
2019-01-07 23:00:00,0,8188.89,7627.02
2019-01-07 23:30:00,0,7984.43,7468.69
2019-01-08 00:00:00,0,7722.89,7309.44
2019-01-08 00:30:00,0,7655.11,7139.96
2019-01-08 01:00:00,0,7368.05,6962.22
2019-01-08 01:30:00,0,7212.87,6712.29
2019-01-08 02:00:00,0,6876.21,6505.72
2019-01-08 02:30:00,0,6685.92,6379.17
2019-01-08 03:00:00,0,6592.69,6281.22
2019-01-08 03:30:00,0,6518.12,6286.21
2019-01-08 04:00:00,0,6479.1,6347.68
2019-01-08 12:30:00,0,9659.77,9254.03
2019-01-08 13:00:00,0,9756.96,9395.12
2019-01-08 13:30:00,0,9913.02,9545.97
2019-01-08 14:00:00,0,9942.08,9691.02
2019-01-08 14:30:00,0,10010.18,9809.48
2019-01-08 15:00:00,0,10038.27,9953.14
2019-01-08 15:30:00,0,10029.99,10076.16
2019-01-08 16:00:00,0,10077.6,10193.77
2019-01-08 16:30:00,0,10120.89,10180.28
2019-01-08 17:00:00,0,9976.53,10146.43
2019-01-08 17:30:00,0,9908.57,10024.13
2019-01-08 18:00:00,0,9667.75,9933.03
2019-01-08 18:30:00,0,9480.22,9758.49
2019-01-08 19:00:00,0,9289.36,9540.63
2019-01-08 19:30:00,0,9114.96,9431.81
2019-01-08 20:00:00,0,9015.5,9371.77
2019-01-08 20:30:00,0,8998.22,9207.86
2019-01-08 21:00:00,0,8833.15,8920.78
2019-01-08 21:30:00,0,8532.66,8697.6
2019-01-08 22:00:00,0,8321.88,8449.61
2019-01-08 22:30:00,0,8103.1,8277.55
2019-01-08 23:00:00,0,7976.14,8068.74
2019-01-08 23:30:00,0,7816.52,7825.01
2019-01-09 00:00:00,0,7685.6,7620.34
2019-01-09 00:30:00,0,7546.98,7401.01
2019-01-09 01:00:00,0,7383.37,7207.63
2019-01-09 01:30:00,0,7203.0,6945.8
2019-01-09 02:00:00,0,6874.02,6717.17
2019-01-09 02:30:00,0,6676.76,6589.23
2019-01-09 03:00:00,0,6544.93,6509.57
2019-01-09 03:30:00,0,6552.12,6475.2
2019-01-09 04:00:00,0,6516.42,6520.65
2019-01-09 12:30:00,0,8548.21,9450.64
2019-01-09 13:00:00,0,8552.8,9558.01
2019-01-09 13:30:00,0,8548.84,9569.09
2019-01-09 14:00:00,0,8614.4,9649.49
2019-01-09 14:30:00,0,8723.05,9682.14
2019-01-09 15:00:00,0,8769.22,9581.55
2019-01-09 15:30:00,0,8820.69,9552.54
2019-01-09 16:00:00,0,8858.49,9543.1
2019-01-09 16:30:00,0,8911.51,9545.07
2019-01-09 17:00:00,0,8945.91,9495.78
2019-01-09 17:30:00,0,8999.5,9383.4
2019-01-09 18:00:00,0,8935.57,9226.46
2019-01-09 18:30:00,0,8924.54,9092.36
2019-01-09 19:00:00,0,8811.9,8903.83
2019-01-09 19:30:00,0,8691.23,8829.28
2019-01-09 20:00:00,0,8668.63,8780.94
2019-01-09 20:30:00,0,8612.24,8650.11
2019-01-09 21:00:00,0,8367.87,8411.49
2019-01-09 21:30:00,0,8146.66,8276.69
2019-01-09 22:00:00,0,8128.4,8074.37
2019-01-09 22:30:00,0,7919.44,7929.3
2019-01-09 23:00:00,0,7863.82,7744.85
2019-01-09 23:30:00,0,7630.5,7524.75
2019-01-10 00:00:00,0,7537.91,7348.58
2019-01-10 00:30:00,0,7339.59,7147.79
2019-01-10 01:00:00,0,7203.65,6955.41
2019-01-10 01:30:00,0,7007.13,6709.58
2019-01-10 02:00:00,0,6745.05,6501.78
2019-01-10 02:30:00,0,6523.52,6382.85
2019-01-10 03:00:00,0,6419.09,6316.59
2019-01-10 03:30:00,0,6386.28,6317.82
2019-01-10 04:00:00,0,6386.09,6381.91
2019-01-10 12:30:00,0,9165.72,8335.44
2019-01-10 13:00:00,0,9301.01,8357.08
2019-01-10 13:30:00,0,9529.65,8361.8
2019-01-10 14:00:00,0,9768.06,8405.5
2019-01-10 14:30:00,0,9791.54,8424.01
2019-01-10 15:00:00,0,9634.56,8489.77
2019-01-10 15:30:00,0,9606.14,8545.7
2019-01-10 16:00:00,0,9554.55,8603.02
2019-01-10 16:30:00,0,9487.59,8652.25
2019-01-10 17:00:00,0,9496.5,8707.5
2019-01-10 17:30:00,0,9392.06,8634.45
2019-01-10 18:00:00,0,9319.83,8628.21
2019-01-10 18:30:00,0,9262.88,8566.97
2019-01-10 19:00:00,0,9074.7,8474.57
2019-01-10 19:30:00,0,8963.73,8448.23
2019-01-10 20:00:00,0,8897.77,8449.45
2019-01-10 20:30:00,0,8697.26,8359.68
2019-01-10 21:00:00,0,8562.02,8184.98
2019-01-10 21:30:00,0,8367.08,8102.43
2019-01-10 22:00:00,0,8277.12,7954.6
2019-01-10 22:30:00,0,8088.2,7840.08
2019-01-10 23:00:00,0,8043.0,7713.34
2019-01-10 23:30:00,0,7893.91,7527.13
2019-01-11 00:00:00,0,7694.37,7371.83
2019-01-11 00:30:00,0,7556.28,7197.13
2019-01-11 01:00:00,0,7339.67,7020.78
2019-01-11 01:30:00,0,7112.97,6769.58
2019-01-11 02:00:00,0,6748.91,6550.34
2019-01-11 02:30:00,0,6592.97,6424.52
2019-01-11 03:00:00,0,6367.38,6357.2
2019-01-11 03:30:00,0,6341.58,6352.81
2019-01-11 04:00:00,0,6372.09,6419.09
2019-01-11 12:30:00,0,8815.62,9207.7
2019-01-11 13:00:00,0,8989.71,9313.32
2019-01-11 13:30:00,0,9241.23,9412.25
2019-01-11 14:00:00,0,9451.14,9487.75
2019-01-11 14:30:00,0,9659.54,9557.57
2019-01-11 15:00:00,0,9865.42,9638.13
2019-01-11 15:30:00,0,10045.57,9708.15
2019-01-11 16:00:00,0,10264.55,9755.31
2019-01-11 16:30:00,0,10471.58,9795.77
2019-01-11 17:00:00,0,10584.4,9652.2
2019-01-11 17:30:00,0,10751.63,9586.14
2019-01-11 18:00:00,0,10682.57,9445.78
2019-01-11 18:30:00,0,10643.41,9258.65
2019-01-11 19:00:00,0,10503.48,9080.29
2019-01-11 19:30:00,0,10298.99,8979.99
2019-01-11 20:00:00,0,10072.1,8929.26
2019-01-11 20:30:00,0,9979.48,8794.51
2019-01-11 21:00:00,0,9729.87,8595.57
2019-01-11 21:30:00,0,9412.19,8500.41
2019-01-11 22:00:00,0,9097.47,8327.78
2019-01-11 22:30:00,0,8811.68,8249.94
2019-01-11 23:00:00,0,8545.45,8104.23
2019-01-11 23:30:00,0,8176.74,7883.44
2019-01-12 00:00:00,1,7838.54,7676.29
2019-01-12 00:30:00,1,7617.34,7471.04
2019-01-12 01:00:00,1,7315.74,7217.83
2019-01-12 01:30:00,1,7111.84,6890.48
2019-01-12 02:00:00,1,6876.22,6654.45
2019-01-12 02:30:00,1,6706.41,6490.45
2019-01-12 03:00:00,1,6535.3,6402.74
2019-01-12 03:30:00,1,6428.54,6366.71
2019-01-12 04:00:00,1,6398.75,6351.37
2019-01-12 12:30:00,1,7898.09,9357.76
2019-01-12 13:00:00,1,7925.9,9570.85
2019-01-12 13:30:00,1,8013.52,9738.04
2019-01-12 14:00:00,1,8095.45,9929.42
2019-01-12 14:30:00,1,8197.51,10152.0
2019-01-12 15:00:00,1,8386.5,10295.12
2019-01-12 15:30:00,1,8501.42,10447.11
2019-01-12 16:00:00,1,8665.46,10506.25
2019-01-12 16:30:00,1,8754.99,10600.9
2019-01-12 17:00:00,1,8826.32,10698.01
2019-01-12 17:30:00,1,8932.79,10606.61
2019-01-12 18:00:00,1,8913.8,10428.49
2019-01-12 18:30:00,1,8937.67,10239.32
2019-01-12 19:00:00,1,8845.79,9993.36
2019-01-12 19:30:00,1,8719.72,9860.55
2019-01-12 20:00:00,1,8650.99,9759.56
2019-01-12 20:30:00,1,8733.56,9593.52
2019-01-12 21:00:00,1,8647.17,9325.55
2019-01-12 21:30:00,1,8399.07,9049.82
2019-01-12 22:00:00,1,8176.33,8746.17
2019-01-12 22:30:00,1,8001.24,8440.46
2019-01-12 23:00:00,1,7841.91,8158.9
2019-01-12 23:30:00,1,7555.85,7843.49
2019-01-13 00:00:00,0,7318.04,7579.69
2019-01-13 00:30:00,0,7164.41,7315.41
2019-01-13 01:00:00,0,6998.15,7048.49
2019-01-13 01:30:00,0,6893.76,6753.34
2019-01-13 02:00:00,0,6704.08,6518.36
2019-01-13 02:30:00,0,6543.31,6380.42
2019-01-13 03:00:00,0,6515.44,6309.24
2019-01-13 03:30:00,0,6462.92,6236.37
2019-01-13 04:00:00,0,6505.48,6185.57
2019-01-13 12:30:00,0,9802.29,7701.86
2019-01-13 13:00:00,0,9961.73,7818.15
2019-01-13 13:30:00,0,10176.29,7916.46
2019-01-13 14:00:00,0,10387.03,8048.31
2019-01-13 14:30:00,0,10556.88,8178.57
2019-01-13 15:00:00,0,10763.37,8260.01
2019-01-13 15:30:00,0,10955.27,8330.8
2019-01-13 16:00:00,0,11161.79,8422.17
2019-01-13 16:30:00,0,11374.44,8482.65
2019-01-13 17:00:00,0,11496.8,8606.31
2019-01-13 17:30:00,0,11551.01,8736.65
2019-01-13 18:00:00,0,11438.71,8714.96
2019-01-13 18:30:00,0,11387.92,8606.33
2019-01-13 19:00:00,0,11157.79,8471.28
2019-01-13 19:30:00,0,10811.73,8406.48
2019-01-13 20:00:00,0,10623.55,8405.48
2019-01-13 20:30:00,0,10521.14,8302.81
2019-01-13 21:00:00,0,10197.29,8115.44
2019-01-13 21:30:00,0,9824.14,7960.4
2019-01-13 22:00:00,0,9529.35,7780.34
2019-01-13 22:30:00,0,9167.37,7648.59
2019-01-13 23:00:00,0,8957.93,7414.78
2019-01-13 23:30:00,0,8626.72,7215.93
2019-01-14 00:00:00,0,8304.44,7020.65
2019-01-14 00:30:00,0,8103.52,6808.97
2019-01-14 01:00:00,0,7862.78,6624.81
2019-01-14 01:30:00,0,7716.0,6388.92
2019-01-14 02:00:00,0,7383.57,6214.82
2019-01-14 02:30:00,0,7206.47,6136.7
2019-01-14 03:00:00,0,7093.77,6137.05
2019-01-14 03:30:00,0,7014.27,6186.82
2019-01-14 04:00:00,0,6995.05,6275.65
2019-01-14 12:30:00,0,11068.18,9477.16
2019-01-14 13:00:00,0,11295.17,9650.99
2019-01-14 13:30:00,0,11561.25,9815.21
2019-01-14 14:00:00,0,11745.14,9970.44
2019-01-14 14:30:00,0,11960.55,10148.75
2019-01-14 15:00:00,0,12142.36,10320.3
2019-01-14 15:30:00,0,12447.64,10482.79
2019-01-14 16:00:00,0,12626.24,10561.74
2019-01-14 16:30:00,0,12791.01,10663.39
2019-01-14 17:00:00,0,12903.25,10632.01
2019-01-14 17:30:00,0,12972.76,10492.38
2019-01-14 18:00:00,0,12754.12,10473.87
2019-01-14 18:30:00,0,12657.86,10296.93
2019-01-14 19:00:00,0,12325.41,10080.13
