"full_date","n_obv","min_temp","min_temp_time","max_temp","max_temp_time"
2012-07-27,56,4.7,"27/7/2012 7:00",17.1,"27/7/2012 14:00"
2012-07-28,48,5.4,"28/7/2012 2:30",17.2,"28/7/2012 14:00"
2012-07-29,48,4.7,"29/7/2012 6:30",15.2,"29/7/2012 11:00"
2012-07-30,48,5.4,"30/7/2012 6:30",14.4,"30/7/2012 13:30"
2012-07-31,48,6.3,"31/7/2012 23:30",14.5,"31/7/2012 14:30"
2012-08-01,48,5.4,"1/8/2012 4:00",15,"1/8/2012 15:00"
2012-08-02,48,4.3,"2/8/2012 4:30",15.5,"2/8/2012 12:30"
2012-08-03,48,3.1,"3/8/2012 4:00",17.6,"3/8/2012 16:00"
2012-08-04,48,1.3,"4/8/2012 6:00",19.5,"4/8/2012 15:00"
2012-08-05,50,1.6,"5/8/2012 6:00",20.8,"5/8/2012 13:30"
2012-08-06,48,4.8,"6/8/2012 6:30",17.4,"6/8/2012 13:00"
2012-08-07,48,4,"7/8/2012 23:30",17.3,"7/8/2012 15:00"
2012-08-08,52,0.7,"8/8/2012 6:35",20.8,"8/8/2012 16:00"
2012-08-09,51,5.5,"9/8/2012 0:30",18.5,"9/8/2012 13:00"
2012-08-10,56,6.5,"10/8/2012 6:00",14.6,"10/8/2012 12:00"
2012-08-11,70,8.9,"11/8/2012 5:30",15.7,"11/8/2012 13:30"
2012-08-12,57,10.3,"12/8/2012 22:00",14.4,"12/8/2012 11:30"
2012-08-13,50,6.3,"13/8/2012 23:21",18.3,"13/8/2012 15:00"
2012-08-14,53,3.7,"14/8/2012 4:30",18,"14/8/2012 15:00"
2012-08-15,52,3.3,"15/8/2012 6:00",21.7,"15/8/2012 16:30"
2012-08-16,48,5.9,"16/8/2012 23:30",19.2,"16/8/2012 14:30"
2012-08-17,62,3.2,"17/8/2012 6:00",21.2,"17/8/2012 13:00"
2012-08-18,54,9.2,"18/8/2012 5:30",17.8,"18/8/2012 13:30"
2012-08-19,48,4.9,"19/8/2012 6:00",18.7,"19/8/2012 13:30"
2012-08-20,48,3.4,"20/8/2012 6:00",18.2,"20/8/2012 14:30"
2012-08-21,48,6.4,"21/8/2012 1:30",21.1,"21/8/2012 15:00"
2012-08-22,48,6.8,"22/8/2012 4:00",23.1,"22/8/2012 14:30"
2012-08-23,54,10.4,"23/8/2012 1:30",28.7,"23/8/2012 13:00"
2012-08-24,53,10.8,"24/8/2012 21:30",18.8,"24/8/2012 14:30"
2012-08-25,48,6.7,"25/8/2012 6:30",19.3,"25/8/2012 16:00"
2012-08-26,48,3.2,"26/8/2012 6:00",19.6,"26/8/2012 14:30"
2012-08-27,48,5.8,"27/8/2012 6:30",18.9,"27/8/2012 14:30"
2012-08-28,52,4.5,"28/8/2012 5:00",19.5,"28/8/2012 13:00"
2012-08-29,62,5.7,"29/8/2012 5:11",21.1,"29/8/2012 12:00"
2012-08-30,52,8.6,"30/8/2012 6:30",21.2,"30/8/2012 14:00"
2012-08-31,52,6.1,"31/8/2012 23:30",17.4,"31/8/2012 13:30"
2012-09-01,50,2.9,"1/9/2012 6:30",15.9,"1/9/2012 13:00"
2012-09-02,48,6,"2/9/2012 6:30",19.6,"2/9/2012 14:00"
2012-09-03,53,4,"3/9/2012 5:30",20.3,"3/9/2012 12:30"
2012-09-04,52,3.9,"4/9/2012 6:14",23.7,"4/9/2012 13:30"
2012-09-05,54,4.5,"5/9/2012 6:00",27.2,"5/9/2012 14:30"
2012-09-06,51,11.4,"6/9/2012 23:30",26.9,"6/9/2012 15:00"
2012-09-07,56,7.5,"7/9/2012 6:30",20.7,"7/9/2012 9:00"
2012-09-08,51,9.2,"8/9/2012 2:00",20.1,"8/9/2012 15:00"
2012-09-09,50,6.8,"9/9/2012 6:30",19.5,"9/9/2012 11:30"
2012-09-10,60,4.7,"10/9/2012 6:00",24.1,"10/9/2012 13:00"
2012-09-11,48,9.5,"11/9/2012 23:30",20,"11/9/2012 12:00"
2012-09-12,64,7.6,"12/9/2012 4:30",22,"12/9/2012 12:00"
2012-09-13,53,8.2,"13/9/2012 5:30",22.4,"13/9/2012 11:30"
2012-09-14,48,6,"14/9/2012 6:00",17.7,"14/9/2012 14:00"
2012-09-15,49,5.1,"15/9/2012 4:00",17.8,"15/9/2012 11:00"
2012-09-16,55,6.9,"16/9/2012 5:52",19.9,"16/9/2012 12:30"
2012-09-17,48,12.1,"17/9/2012 1:30",19,"17/9/2012 11:30"
2012-09-18,52,10.7,"18/9/2012 5:30",22.2,"18/9/2012 12:30"
2012-09-19,52,8.3,"19/9/2012 6:00",21.5,"19/9/2012 13:00"
2012-09-20,48,8.9,"20/9/2012 6:00",21.8,"20/9/2012 12:30"
2012-09-21,56,11.1,"21/9/2012 6:00",23.8,"21/9/2012 15:00"
2012-09-22,50,8.7,"22/9/2012 5:30",20.2,"22/9/2012 10:30"
2012-09-23,50,7.3,"23/9/2012 4:00",25.3,"23/9/2012 13:00"
2012-09-24,48,11.2,"24/9/2012 5:00",22.5,"24/9/2012 15:00"
2012-09-25,48,11.3,"25/9/2012 5:30",17.1,"25/9/2012 9:30"
2012-09-26,48,10.9,"26/9/2012 5:00",21.1,"26/9/2012 13:30"
2012-09-27,57,9.7,"27/9/2012 5:12",25.3,"27/9/2012 12:30"
2012-09-28,59,17.2,"28/9/2012 1:00",32.2,"28/9/2012 14:36"
2012-09-29,57,11.9,"29/9/2012 23:00",21.9,"29/9/2012 12:30"
2012-09-30,48,4.4,"30/9/2012 5:30",20.4,"30/9/2012 14:30"
2012-10-01,48,7.9,"1/10/2012 5:30",19.6,"1/10/2012 14:00"
2012-10-02,54,9.8,"2/10/2012 5:30",20.2,"2/10/2012 14:30"
2012-10-03,49,8.5,"3/10/2012 1:30",29.5,"3/10/2012 14:30"
2012-10-04,48,9.5,"4/10/2012 5:30",31.4,"4/10/2012 14:00"
2012-10-05,50,14.6,"5/10/2012 0:30",33.1,"5/10/2012 12:00"
2012-10-06,65,15.5,"6/10/2012 6:00",17.8,"6/10/2012 16:00"
2012-10-07,50,11.2,"7/10/2012 5:00",18.6,"7/10/2012 11:30"
2012-10-08,48,12.9,"8/10/2012 6:00",17.7,"8/10/2012 14:00"
2012-10-09,64,9.4,"9/10/2012 23:00",18.4,"9/10/2012 12:00"
2012-10-10,48,6.9,"10/10/2012 5:30",23.8,"10/10/2012 13:30"
2012-10-11,62,11.8,"11/10/2012 23:30",18.5,"11/10/2012 15:00"
2012-10-12,76,8,"12/10/2012 23:30",15.7,"12/10/2012 16:30"
2012-10-13,58,5.7,"13/10/2012 3:16",17.7,"13/10/2012 13:00"
2012-10-14,48,9.8,"14/10/2012 1:30",19.2,"14/10/2012 12:30"
2012-10-15,54,8.3,"15/10/2012 4:30",26.4,"15/10/2012 13:30"
2012-10-16,59,10.3,"16/10/2012 4:30",32.3,"16/10/2012 15:30"
2012-10-17,48,14.4,"17/10/2012 2:00",21.8,"17/10/2012 7:30"
2012-10-18,50,16,"18/10/2012 1:30",21.5,"18/10/2012 11:00"
2012-10-19,48,12.8,"19/10/2012 5:30",29.1,"19/10/2012 12:30"
2012-10-20,64,14,"20/10/2012 23:30",31.9,"20/10/2012 11:00"
2012-10-21,64,11.2,"21/10/2012 4:14",27.6,"21/10/2012 13:30"
2012-10-22,74,11.5,"22/10/2012 20:00",17.3,"22/10/2012 12:41"
2012-10-23,48,9,"23/10/2012 2:30",18.9,"23/10/2012 12:30"
2012-10-24,48,8.4,"24/10/2012 5:30",22.8,"24/10/2012 12:00"
2012-10-25,57,9.9,"25/10/2012 5:38",28.5,"25/10/2012 12:00"
2012-10-26,52,16.3,"26/10/2012 23:00",23.7,"26/10/2012 0:00"
2012-10-27,48,8.7,"27/10/2012 5:30",19,"27/10/2012 11:00"
2012-10-28,48,10.5,"28/10/2012 23:30",19.2,"28/10/2012 14:30"
2012-10-29,52,8.9,"29/10/2012 3:30",22,"29/10/2012 13:00"
2012-10-30,51,10.9,"30/10/2012 4:00",24.5,"30/10/2012 13:00"
2012-10-31,51,12.5,"31/10/2012 4:30",28.8,"31/10/2012 13:00"
2012-11-01,49,13.4,"1/11/2012 3:30",32.1,"1/11/2012 14:00"
2012-11-02,48,14.9,"2/11/2012 4:30",18.8,"2/11/2012 12:30"
2012-11-03,60,13.1,"3/11/2012 5:00",17.8,"3/11/2012 15:30"
2012-11-04,50,14.2,"4/11/2012 1:00",23.1,"4/11/2012 14:30"
2012-11-05,55,13.3,"5/11/2012 4:30",27.6,"5/11/2012 11:30"
2012-11-06,58,19.1,"6/11/2012 23:30",28.6,"6/11/2012 10:00"
2012-11-07,48,18.7,"7/11/2012 0:30",25.5,"7/11/2012 12:00"
2012-11-08,53,17.3,"8/11/2012 4:30",25.5,"8/11/2012 8:30"
2012-11-09,57,17.7,"9/11/2012 23:30",27.4,"9/11/2012 12:00"
2012-11-10,49,14.1,"10/11/2012 23:30",19,"10/11/2012 12:00"
2012-11-11,48,10.2,"11/11/2012 5:00",20.4,"11/11/2012 14:30"
2012-11-12,48,9.6,"12/11/2012 4:30",24,"12/11/2012 11:00"
2012-11-13,58,14.1,"13/11/2012 1:00",20.4,"13/11/2012 12:30"
2012-11-14,55,15,"14/11/2012 0:00",19,"14/11/2012 12:00"
2012-11-15,48,13.6,"15/11/2012 3:00",26,"15/11/2012 14:30"
2012-11-16,69,14.7,"16/11/2012 21:48",19.4,"16/11/2012 0:00"
2012-11-17,51,13.1,"17/11/2012 23:00",20.5,"17/11/2012 13:30"
2012-11-18,59,12.7,"18/11/2012 4:30",24,"18/11/2012 12:30"
2012-11-19,56,10.8,"19/11/2012 5:00",18.8,"19/11/2012 15:00"
2012-11-20,56,11.9,"20/11/2012 23:30",20.8,"20/11/2012 13:00"
2012-11-21,48,10.1,"21/11/2012 5:00",24.5,"21/11/2012 12:30"
2012-11-22,54,16.5,"22/11/2012 23:00",19.3,"22/11/2012 8:00"
2012-11-23,52,13.5,"23/11/2012 4:30",21,"23/11/2012 12:30"
2012-11-24,48,14.3,"24/11/2012 4:30",25.4,"24/11/2012 13:30"
2012-11-25,48,16.7,"25/11/2012 5:00",33.1,"25/11/2012 11:00"
2012-11-26,52,20.1,"26/11/2012 21:30",24.9,"26/11/2012 11:00"
2012-11-27,72,18.2,"27/11/2012 23:30",23.8,"27/11/2012 14:30"
2012-11-28,52,16.8,"28/11/2012 3:30",21.8,"28/11/2012 13:30"
2012-11-29,48,19.8,"29/11/2012 3:30",27.7,"29/11/2012 13:30"
2012-11-30,48,20.4,"30/11/2012 5:00",33.4,"30/11/2012 11:30"
2012-12-01,60,23.2,"1/12/2012 3:00",35.6,"1/12/2012 13:30"
2012-12-02,55,19.3,"2/12/2012 21:00",24.8,"2/12/2012 2:00"
2012-12-03,66,16.5,"3/12/2012 23:17",22.3,"3/12/2012 14:30"
2012-12-04,65,14.6,"4/12/2012 23:30",29.4,"4/12/2012 13:30"
2012-12-05,62,11.3,"5/12/2012 4:00",25,"5/12/2012 14:30"
2012-12-06,48,9.7,"6/12/2012 4:30",21.2,"6/12/2012 12:30"
2012-12-07,48,16.4,"7/12/2012 0:00",22.4,"7/12/2012 12:30"
2012-12-08,51,17,"8/12/2012 1:00",27,"8/12/2012 13:00"
2012-12-09,72,17.7,"9/12/2012 5:00",25.4,"9/12/2012 8:00"
2012-12-10,69,16,"10/12/2012 4:00",20.6,"10/12/2012 12:00"
2012-12-11,58,17.5,"11/12/2012 23:00",20.5,"11/12/2012 12:00"
2012-12-12,51,15.7,"12/12/2012 23:00",25.8,"12/12/2012 13:30"
2012-12-13,50,13.1,"13/12/2012 3:30",26.6,"13/12/2012 12:30"
2012-12-14,48,16.2,"14/12/2012 5:00",27.2,"14/12/2012 15:30"
2012-12-15,48,18.3,"15/12/2012 4:00",26.4,"15/12/2012 18:00"
2012-12-16,52,17.6,"16/12/2012 5:00",35,"16/12/2012 11:30"
2012-12-17,52,18.5,"17/12/2012 3:30",21.7,"17/12/2012 14:00"
2012-12-18,48,14.8,"18/12/2012 3:00",28.1,"18/12/2012 12:00"
2012-12-19,48,20.4,"19/12/2012 1:00",27,"19/12/2012 15:00"
2012-12-20,64,19.6,"20/12/2012 23:30",33.4,"20/12/2012 9:30"
2012-12-21,48,19.4,"21/12/2012 2:30",23.5,"21/12/2012 15:00"
2012-12-22,48,19.4,"22/12/2012 4:30",26.3,"22/12/2012 13:30"
2012-12-23,48,20.4,"23/12/2012 4:30",30.8,"23/12/2012 11:00"
2012-12-24,54,20.4,"24/12/2012 2:30",31.6,"24/12/2012 10:00"
2012-12-25,79,16.2,"25/12/2012 15:00",22,"25/12/2012 0:30"
2012-12-26,61,17,"26/12/2012 4:58",22.2,"26/12/2012 12:00"
2012-12-27,48,12.2,"27/12/2012 2:00",24.4,"27/12/2012 14:30"
2012-12-28,57,13.8,"28/12/2012 5:00",32.2,"28/12/2012 11:30"
2012-12-29,48,18.4,"29/12/2012 6:00",23.9,"29/12/2012 12:30"
2012-12-30,55,17.4,"30/12/2012 5:30",22.6,"30/12/2012 15:30"
2012-12-31,48,17,"31/12/2012 5:00",28.1,"31/12/2012 13:00"
2013-01-01,49,19.9,"1/1/2013 22:00",27.7,"1/1/2013 15:00"
2013-01-02,52,17.1,"2/1/2013 22:30",23.2,"2/1/2013 11:30"
2013-01-03,48,18,"3/1/2013 23:30",25.2,"3/1/2013 14:30"
2013-01-04,48,15.1,"4/1/2013 5:00",28.7,"4/1/2013 11:00"
2013-01-05,53,15.9,"5/1/2013 4:27",30.5,"5/1/2013 13:00"
2013-01-06,48,19.1,"6/1/2013 5:00",29.3,"6/1/2013 11:30"
2013-01-07,48,21.1,"7/1/2013 4:00",27.6,"7/1/2013 14:00"
2013-01-08,50,18.7,"8/1/2013 4:30",40.3,"8/1/2013 14:30"
2013-01-09,63,19.7,"9/1/2013 18:30",32.3,"9/1/2013 0:00"
2013-01-10,48,20,"10/1/2013 0:00",24.7,"10/1/2013 11:30"
2013-01-11,48,17.5,"11/1/2013 3:30",30.9,"11/1/2013 15:30"
2013-01-12,52,19.2,"12/1/2013 5:00",30.5,"12/1/2013 10:00"
2013-01-13,54,16.9,"13/1/2013 23:30",23.9,"13/1/2013 10:30"
2013-01-14,68,16.4,"14/1/2013 2:46",21.9,"14/1/2013 12:37"
2013-01-15,48,13.5,"15/1/2013 4:30",24.8,"15/1/2013 13:30"
2013-01-16,48,14.9,"16/1/2013 4:30",29.7,"16/1/2013 12:30"
2013-01-17,48,20.1,"17/1/2013 2:30",29,"17/1/2013 14:00"
2013-01-18,61,20.3,"18/1/2013 4:30",44.4,"18/1/2013 13:00"
2013-01-19,48,19.8,"19/1/2013 14:30",22.8,"19/1/2013 9:30"
2013-01-20,50,19.6,"20/1/2013 4:00",23.9,"20/1/2013 14:30"
2013-01-21,48,20.4,"21/1/2013 3:00",27.7,"21/1/2013 14:00"
2013-01-22,58,17.9,"22/1/2013 5:14",32.2,"22/1/2013 12:00"
2013-01-23,48,20.2,"23/1/2013 22:30",24.7,"23/1/2013 12:30"
2013-01-24,48,19.7,"24/1/2013 4:30",26.9,"24/1/2013 10:30"
2013-01-25,48,19.8,"25/1/2013 2:30",30.3,"25/1/2013 12:30"
2013-01-26,68,23.4,"26/1/2013 4:00",29.5,"26/1/2013 14:32"
2013-01-27,70,19.6,"27/1/2013 6:30",24.4,"27/1/2013 0:00"
2013-01-28,84,19.5,"28/1/2013 20:00",22.6,"28/1/2013 9:30"
2013-01-29,59,19.9,"29/1/2013 12:00",25.9,"29/1/2013 10:30"
2013-01-30,52,19.8,"30/1/2013 5:30",25.8,"30/1/2013 14:30"
2013-01-31,48,19.6,"31/1/2013 5:30",28.5,"31/1/2013 14:00"
2013-02-01,79,16.4,"1/2/2013 23:30",22.9,"1/2/2013 7:00"
2013-02-02,80,13.3,"2/2/2013 6:00",20.1,"2/2/2013 13:32"
2013-02-03,51,15,"3/2/2013 1:00",22.5,"3/2/2013 15:30"
2013-02-04,48,15,"4/2/2013 5:00",24.1,"4/2/2013 11:30"
2013-02-05,48,15.6,"5/2/2013 6:00",24.9,"5/2/2013 14:30"
2013-02-06,48,17.6,"6/2/2013 0:30",26.1,"6/2/2013 12:00"
2013-02-07,48,15.1,"7/2/2013 5:30",27.5,"7/2/2013 12:30"
2013-02-08,48,16.3,"8/2/2013 5:30",29.5,"8/2/2013 12:00"
2013-02-09,48,18.4,"9/2/2013 4:30",28.4,"9/2/2013 12:00"
2013-02-10,75,19.5,"10/2/2013 23:30",29.1,"10/2/2013 9:30"
2013-02-11,54,18.4,"11/2/2013 5:30",21.5,"11/2/2013 13:30"
2013-02-12,63,18.2,"12/2/2013 4:54",22.4,"12/2/2013 13:30"
2013-02-13,56,16.7,"13/2/2013 23:30",23.6,"13/2/2013 13:30"
2013-02-14,56,15,"14/2/2013 3:00",25.4,"14/2/2013 12:00"
2013-02-15,56,17,"15/2/2013 23:30",25.3,"15/2/2013 13:30"
2013-02-16,61,15.8,"16/2/2013 1:30",24.7,"16/2/2013 14:00"
2013-02-17,65,16.1,"17/2/2013 23:30",25.2,"17/2/2013 11:00"
2013-02-18,52,14.9,"18/2/2013 2:00",26.2,"18/2/2013 14:00"
2013-02-19,48,16.6,"19/2/2013 5:00",27.4,"19/2/2013 14:30"
2013-02-20,54,18.3,"20/2/2013 3:30",26.2,"20/2/2013 12:00"
2013-02-21,48,17.6,"21/2/2013 5:30",25.9,"21/2/2013 15:00"
2013-02-22,63,22.2,"22/2/2013 1:30",25.1,"22/2/2013 11:00"
2013-02-23,125,19.2,"23/2/2013 5:30",23.8,"23/2/2013 14:00"
2013-02-24,66,21.5,"23/2/2013 23:48",27.9,"24/2/2013 12:00"
2013-02-25,48,21.7,"25/2/2013 5:30",28.5,"25/2/2013 10:00"
2013-02-26,48,21,"26/2/2013 5:00",27.2,"26/2/2013 13:00"
2013-02-27,48,20.4,"27/2/2013 4:00",28.1,"27/2/2013 11:30"
2013-02-28,70,15.8,"28/2/2013 19:01",28.1,"28/2/2013 11:00"
2013-03-01,77,16.2,"1/3/2013 0:00",19.8,"1/3/2013 21:00"
2013-03-02,92,17.1,"2/3/2013 2:30",20.5,"2/3/2013 23:30"
2013-03-03,68,19.1,"3/3/2013 22:00",23.5,"3/3/2013 10:30"
2013-03-04,63,17.3,"4/3/2013 23:30",25.3,"4/3/2013 13:00"
2013-03-05,48,16,"5/3/2013 1:00",26.2,"5/3/2013 11:30"
2013-03-06,56,18,"6/3/2013 5:30",26.2,"6/3/2013 13:30"
2013-03-07,48,15.6,"7/3/2013 6:00",27,"7/3/2013 11:00"
2013-03-08,48,17.4,"8/3/2013 2:00",26.3,"8/3/2013 13:30"
2013-03-09,48,19.1,"9/3/2013 6:00",27.1,"9/3/2013 12:00"
2013-03-10,48,16.2,"10/3/2013 6:00",27.8,"10/3/2013 12:00"
2013-03-11,51,18.3,"11/3/2013 4:00",27.4,"11/3/2013 12:30"
2013-03-12,51,17.7,"12/3/2013 23:30",26.3,"12/3/2013 12:30"
2013-03-13,51,15.5,"13/3/2013 5:00",28.4,"13/3/2013 12:30"
2013-03-14,49,18.6,"14/3/2013 2:00",24.1,"14/3/2013 15:30"
2013-03-15,60,19,"15/3/2013 1:30",23.2,"15/3/2013 13:30"
2013-03-16,48,19.3,"16/3/2013 6:30",28.5,"16/3/2013 12:30"
2013-03-17,62,16.6,"17/3/2013 23:30",22.4,"17/3/2013 14:00"
2013-03-18,48,12.7,"18/3/2013 6:00",21.2,"18/3/2013 14:30"
2013-03-19,48,10.9,"19/3/2013 6:00",22.4,"19/3/2013 15:30"
2013-03-20,48,13,"20/3/2013 3:00",24.8,"20/3/2013 13:30"
2013-03-21,52,13.4,"21/3/2013 5:13",26.6,"21/3/2013 12:30"
2013-03-22,65,16.8,"22/3/2013 5:30",31.1,"22/3/2013 14:00"
2013-03-23,53,18.3,"23/3/2013 6:30",29.8,"23/3/2013 11:30"
2013-03-24,48,17.9,"24/3/2013 23:30",30.3,"24/3/2013 13:30"
2013-03-25,56,14.2,"25/3/2013 6:00",27.1,"25/3/2013 12:00"
2013-03-26,48,19.1,"26/3/2013 6:00",27.5,"26/3/2013 12:30"
2013-03-27,60,17.7,"27/3/2013 5:22",29.1,"27/3/2013 14:00"
2013-03-28,62,19.4,"28/3/2013 6:30",31.8,"28/3/2013 12:30"
2013-03-29,48,15,"29/3/2013 6:00",20.8,"29/3/2013 0:00"
2013-03-30,48,11.4,"30/3/2013 6:30",24,"30/3/2013 13:00"
2013-03-31,51,16.3,"31/3/2013 4:30",25,"31/3/2013 12:30"
2013-04-01,48,16.8,"1/4/2013 1:30",23.3,"1/4/2013 13:30"
2013-04-02,59,14,"2/4/2013 5:00",24.1,"2/4/2013 13:30"
2013-04-03,91,14.5,"3/4/2013 3:00",18.7,"3/4/2013 11:30"
2013-04-04,99,15.4,"4/4/2013 4:30",20.3,"4/4/2013 10:30"
2013-04-05,57,14.9,"5/4/2013 6:30",22.7,"5/4/2013 13:30"
2013-04-06,71,13,"6/4/2013 23:30",21.2,"6/4/2013 12:00"
2013-04-07,50,13.2,"7/4/2013 6:30",23.5,"7/4/2013 14:30"
2013-04-08,50,13.3,"8/4/2013 1:30",24.1,"8/4/2013 11:30"
2013-04-09,54,13.5,"9/4/2013 5:00",21.6,"9/4/2013 12:30"
2013-04-10,48,12.6,"10/4/2013 6:00",24.6,"10/4/2013 13:00"
2013-04-11,52,11.8,"11/4/2013 5:07",26.8,"11/4/2013 14:00"
2013-04-12,52,12.5,"12/4/2013 6:25",24.8,"12/4/2013 11:30"
2013-04-13,58,11.5,"13/4/2013 5:08",25.3,"13/4/2013 13:00"
2013-04-14,52,13.4,"14/4/2013 4:00",28.6,"14/4/2013 14:00"
2013-04-15,56,13.1,"15/4/2013 3:30",27,"15/4/2013 13:30"
2013-04-16,50,14.7,"16/4/2013 23:30",20.7,"16/4/2013 13:30"
2013-04-17,48,11.7,"17/4/2013 7:00",21.8,"17/4/2013 11:30"
2013-04-18,50,13.5,"18/4/2013 4:00",21.8,"18/4/2013 12:00"
2013-04-19,56,12.6,"19/4/2013 7:00",19.2,"19/4/2013 14:30"
2013-04-20,74,11.6,"20/4/2013 1:00",18.6,"20/4/2013 16:00"
2013-04-21,50,9.4,"21/4/2013 6:30",19.8,"21/4/2013 13:00"
2013-04-22,50,11,"22/4/2013 23:30",24,"22/4/2013 15:00"
2013-04-23,48,7.6,"23/4/2013 6:00",23.4,"23/4/2013 14:00"
2013-04-24,48,8.6,"24/4/2013 4:30",22.5,"24/4/2013 15:00"
2013-04-25,48,9.6,"25/4/2013 23:30",20.8,"25/4/2013 13:30"
2013-04-26,48,7.6,"26/4/2013 6:30",25.2,"26/4/2013 15:30"
2013-04-27,56,9.7,"27/4/2013 5:30",24.7,"27/4/2013 14:00"
2013-04-28,54,9.6,"28/4/2013 6:00",27.8,"28/4/2013 15:30"
2013-04-29,50,10.5,"29/4/2013 3:30",24.1,"29/4/2013 10:30"
2013-04-30,52,14.8,"30/4/2013 3:00",21.4,"30/4/2013 12:00"
2013-05-01,54,13.6,"1/5/2013 7:00",24.9,"1/5/2013 12:30"
2013-05-02,46,10.5,"2/5/2013 23:00",18.3,"2/5/2013 13:30"
2013-05-03,50,7.5,"3/5/2013 6:00",21.5,"3/5/2013 15:00"
2013-05-04,53,9,"4/5/2013 1:30",24.7,"4/5/2013 13:00"
2013-05-05,48,8.4,"5/5/2013 23:30",18.3,"5/5/2013 13:30"
2013-05-06,48,7.3,"6/5/2013 3:00",18.1,"6/5/2013 13:30"
2013-05-07,48,8.6,"7/5/2013 7:00",19.4,"7/5/2013 13:00"
2013-05-08,48,9.7,"8/5/2013 6:30",21.4,"8/5/2013 13:00"
2013-05-09,60,9.4,"9/5/2013 7:00",23.8,"9/5/2013 14:30"
2013-05-10,63,8.6,"10/5/2013 5:41",22.1,"10/5/2013 13:30"
2013-05-11,51,11,"11/5/2013 6:00",21.8,"11/5/2013 11:30"
2013-05-12,60,10.1,"12/5/2013 6:00",22.5,"12/5/2013 13:00"
2013-05-13,54,10.4,"13/5/2013 4:22",22.2,"13/5/2013 12:30"
2013-05-14,48,8.3,"14/5/2013 23:30",19.5,"14/5/2013 14:00"
2013-05-15,49,4.1,"15/5/2013 5:00",19.9,"15/5/2013 14:00"
2013-05-16,49,11.3,"16/5/2013 23:00",19.7,"16/5/2013 13:30"
2013-05-17,53,9.3,"17/5/2013 4:00",18.5,"17/5/2013 13:00"
2013-05-18,48,4.9,"18/5/2013 6:30",18.7,"18/5/2013 14:30"
2013-05-19,48,5.4,"19/5/2013 0:00",18.8,"19/5/2013 15:30"
2013-05-20,48,4.8,"20/5/2013 4:30",19.6,"20/5/2013 13:30"
2013-05-21,49,5,"21/5/2013 5:00",21.8,"21/5/2013 14:00"
2013-05-22,51,5,"22/5/2013 5:30",16,"22/5/2013 13:00"
2013-05-23,67,10.4,"23/5/2013 0:30",18.3,"23/5/2013 15:30"
2013-05-24,71,11.6,"24/5/2013 7:12",17,"24/5/2013 15:30"
2013-05-25,53,8.3,"25/5/2013 23:41",19.3,"25/5/2013 12:30"
2013-05-26,59,5.7,"26/5/2013 5:00",21.2,"26/5/2013 14:30"
2013-05-27,58,8.5,"27/5/2013 0:02",18.8,"27/5/2013 13:00"
2013-05-28,59,11.5,"28/5/2013 23:30",19.8,"28/5/2013 13:00"
2013-05-29,50,10.5,"29/5/2013 0:30",20.9,"29/5/2013 14:00"
2013-05-30,53,8.7,"30/5/2013 4:00",22.2,"30/5/2013 13:30"
2013-05-31,54,8.8,"31/5/2013 3:00",23.5,"31/5/2013 13:30"
2013-06-01,58,9.5,"1/6/2013 5:00",21,"1/6/2013 10:30"
2013-06-02,62,12.2,"2/6/2013 12:30",15.2,"2/6/2013 15:00"
2013-06-03,48,6.1,"3/6/2013 23:00",18.5,"3/6/2013 15:00"
2013-06-04,54,6.6,"4/6/2013 0:00",18.9,"4/6/2013 13:00"
2013-06-05,53,7.3,"5/6/2013 5:00",18.6,"5/6/2013 14:00"
2013-06-06,64,9.2,"6/6/2013 7:30",19.9,"6/6/2013 13:00"
2013-06-07,50,12.5,"7/6/2013 21:00",22,"7/6/2013 13:30"
2013-06-08,52,9.4,"8/6/2013 22:33",17.8,"8/6/2013 12:00"
2013-06-09,55,7.9,"9/6/2013 6:30",19.2,"9/6/2013 13:00"
2013-06-10,52,8.1,"10/6/2013 2:00",20.2,"10/6/2013 12:30"
2013-06-11,60,8.5,"11/6/2013 23:30",19.3,"11/6/2013 14:30"
2013-06-12,52,7.4,"12/6/2013 2:30",14.9,"12/6/2013 16:00"
2013-06-13,49,9.9,"13/6/2013 7:30",19.6,"13/6/2013 14:30"
2013-06-14,53,5.8,"14/6/2013 6:26",18.8,"14/6/2013 13:00"
2013-06-15,48,11.3,"15/6/2013 20:00",18,"15/6/2013 16:00"
2013-06-16,48,5.8,"16/6/2013 4:30",17.2,"16/6/2013 13:30"
2013-06-17,48,6.2,"17/6/2013 4:30",17,"17/6/2013 12:30"
2013-06-18,55,5.4,"18/6/2013 4:00",17.2,"18/6/2013 14:00"
2013-06-19,58,8.2,"19/6/2013 6:00",15.9,"19/6/2013 12:30"
2013-06-20,48,8,"20/6/2013 23:30",15.4,"20/6/2013 14:30"
2013-06-21,48,6.9,"21/6/2013 0:30",15.5,"21/6/2013 13:00"
2013-06-22,66,5.9,"22/6/2013 1:00",11.9,"22/6/2013 13:00"
2013-06-23,78,10.1,"23/6/2013 4:00",13.5,"23/6/2013 13:00"
2013-06-24,59,9.4,"24/6/2013 6:30",13.6,"24/6/2013 13:30"
2013-06-25,64,9.2,"25/6/2013 4:00",15.5,"25/6/2013 21:30"
2013-06-26,67,14.6,"26/6/2013 14:30",18.3,"26/6/2013 12:00"
