"full_date","n_obv","min_temp","min_temp_time","max_temp","max_temp_time","extreme_flag","extreme_type","n_low","n_high","n_low_run","n_high_run","first_low_time","last_low_time","first_high_time","last_high_time"
2010-09-13,48,11.5,2010-09-13 01:00:00,23.3,2010-09-13 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-09-13,54,4,2011-09-13 06:00:00,22.9,2011-09-13 15:30:00,TRUE,"Cold",9,0,5,0,2011-09-13 03:30:00,2011-09-13 06:30:00,NA,NA
2012-09-13,53,8.2,2012-09-13 05:30:00,22.4,2012-09-13 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-09-13,48,8.7,2013-09-13 06:30:00,17.4,2013-09-13 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-09-13,52,12.3,2014-09-13 06:00:00,17.7,2014-09-13 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-09-13,50,10.1,2015-09-13 05:00:00,23.8,2015-09-13 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-09-13,51,15.4,2016-09-13 06:00:00,19.3,2016-09-13 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-09-13,60,9.6,2017-09-13 04:00:00,33.2,2017-09-13 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-09-13,48,11,2018-09-13 06:30:00,18.9,2018-09-13 11:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-09-13,48,10.7,2019-09-13 23:30:00,19.7,2019-09-13 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-09-13,60,8.7,2020-09-13 05:30:00,24.8,2020-09-13 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-01-14,51,19.3,2010-01-14,22.3,2010-01-14 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-01-14,49,21.5,2011-01-14 05:00:00,28.7,2011-01-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-01-14,57,17.5,2012-01-14 04:30:00,21.6,2012-01-14 11:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-01-14,68,16.4,2013-01-14 03:00:00,21.9,2013-01-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-01-14,48,15.6,2014-01-14 05:30:00,28.9,2014-01-14 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-01-14,52,22.3,2015-01-14 05:30:00,32,2015-01-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-01-14,88,16,2016-01-14 22:30:00,39.1,2016-01-14 13:00:00,TRUE,"Hot",0,8,0,8,NA,NA,2016-01-14 10:00:00,2016-01-14 13:30:00
2017-01-14,48,23.4,2017-01-14 23:30:00,31.3,2017-01-14 09:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-01-14,71,14.7,2018-01-14 06:00:00,23.2,2018-01-14 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-01-14,49,21,2019-01-14 02:00:00,28.4,2019-01-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-01-14,48,16.5,2020-01-14 05:00:00,27.1,2020-01-14 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2021-01-14,53,20.3,2021-01-14 04:00:00,32.8,2021-01-14 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-10-14,48,17.7,2010-10-14 05:30:00,26.7,2010-10-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-10-14,52,15.6,2011-10-14 03:00:00,18.4,2011-10-14 19:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-10-14,48,9.8,2012-10-14 01:30:00,19.2,2012-10-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-10-14,49,9.5,2013-10-14 23:30:00,17,2013-10-14 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-10-14,60,10.5,2014-10-14 20:30:00,18.2,2014-10-14 10:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-10-14,69,14,2015-10-14 01:30:00,24.1,2015-10-14 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-10-14,51,7.5,2016-10-14 04:30:00,20.1,2016-10-14 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-10-14,56,16.1,2017-10-14 18:30:00,18.3,2017-10-14 07:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-10-14,83,14.7,2018-10-14 23:30:00,21,2018-10-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-10-14,48,9.1,2019-10-14 03:00:00,22,2019-10-14 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-10-14,48,15.8,2020-10-14 23:30:00,21.1,2020-10-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-11-14,48,20.6,2010-11-14 02:30:00,31.3,2010-11-14 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-11-14,58,16.5,2011-11-14 04:30:00,36.3,2011-11-14 14:00:00,TRUE,"Hot",0,12,0,11,NA,NA,2011-11-14 12:30:00,2011-11-14 17:00:00
2012-11-14,55,15,2012-11-14 01:00:00,19,2012-11-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-11-14,49,13.1,2013-11-14 01:30:00,26.6,2013-11-14 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-11-14,53,15.5,2014-11-14 04:30:00,37.4,2014-11-14 13:00:00,TRUE,"Hot",0,6,0,6,NA,NA,2014-11-14 12:00:00,2014-11-14 14:30:00
2015-11-14,66,16,2015-11-14 22:00:00,19.8,2015-11-14 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-11-14,51,15.9,2016-11-14 23:30:00,22.2,2016-11-14 09:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-11-14,48,10.9,2017-11-14 04:30:00,22.7,2017-11-14 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-11-14,48,16.5,2018-11-14 05:00:00,22.4,2018-11-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-11-14,48,11.1,2019-11-14 02:30:00,24.8,2019-11-14 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-11-14,50,14.6,2020-11-14 03:00:00,25.5,2020-11-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-12-14,48,19.3,2010-12-14,24.3,2010-12-14 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-12-14,48,13.8,2011-12-14 05:00:00,19.8,2011-12-14 10:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-12-14,48,16.2,2012-12-14 05:00:00,27.2,2012-12-14 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-12-14,51,16.7,2013-12-14 23:30:00,23.4,2013-12-14 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-12-14,52,13.2,2014-12-14 04:30:00,23.6,2014-12-14 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-12-14,48,15.1,2015-12-14 05:00:00,29.7,2015-12-14 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-12-14,56,20.3,2016-12-14 23:30:00,36.1,2016-12-14 12:30:00,TRUE,"Hot",0,6,0,6,NA,NA,2016-12-14 12:00:00,2016-12-14 13:30:00
2017-12-14,48,19.5,2017-12-14 04:00:00,39,2017-12-14 12:00:00,TRUE,"Hot",0,10,0,10,NA,NA,2017-12-14 10:00:00,2017-12-14 14:30:00
2018-12-14,61,19.1,2018-12-14,25.4,2018-12-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-12-14,48,16.8,2019-12-14 03:30:00,27.5,2019-12-14 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-12-14,64,17.8,2020-12-14,24,2020-12-14 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-02-14,58,20.4,2010-02-14 19:00:00,27.3,2010-02-14 16:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-02-14,52,19.3,2011-02-14 01:30:00,23,2011-02-14 15:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-02-14,60,16.8,2012-02-14 05:30:00,23.8,2012-02-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-02-14,56,15.1,2013-02-14 02:30:00,25.4,2013-02-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-02-14,48,20.2,2014-02-14 05:30:00,24.1,2014-02-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-02-14,63,17.9,2015-02-14 05:30:00,26.9,2015-02-14 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-02-14,55,18.9,2016-02-14 05:30:00,35.9,2016-02-14 13:00:00,TRUE,"Hot",0,2,0,2,NA,NA,2016-02-14 12:30:00,2016-02-14 13:00:00
2017-02-14,69,18.1,2017-02-14 10:30:00,22.5,2017-02-14 08:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-02-14,59,21.8,2018-02-14 04:30:00,38.5,2018-02-14 14:30:00,TRUE,"Hot",0,13,0,13,NA,NA,2018-02-14 13:00:00,2018-02-14 19:00:00
2019-02-14,48,15.9,2019-02-14 06:00:00,25.3,2019-02-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-02-14,48,19.6,2020-02-14 23:30:00,26,2020-02-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2021-02-14,48,16.6,2021-02-14 05:30:00,23.3,2021-02-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-03-14,47,14.9,2010-03-14 05:30:00,23.2,2010-03-14 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-03-14,49,19.7,2011-03-14 23:30:00,26.7,2011-03-14 08:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-03-14,52,15.4,2012-03-14 05:00:00,25.3,2012-03-14 10:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-03-14,50,18.6,2013-03-14 02:00:00,24.1,2013-03-14 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-03-14,51,16,2014-03-14 06:00:00,27,2014-03-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-03-14,48,13.1,2015-03-14 02:00:00,23.6,2015-03-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-03-14,48,19.9,2016-03-14 05:30:00,30.8,2016-03-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-03-14,66,20.1,2017-03-14 23:30:00,25.4,2017-03-14 11:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-03-14,61,18.5,2018-03-14 04:00:00,26.3,2018-03-14 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-03-14,70,17.6,2019-03-14 23:00:00,27,2019-03-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-03-14,62,13,2020-03-14 15:30:00,19,2020-03-14 05:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2021-03-14,71,14.6,2021-03-14 18:00:00,24.4,2021-03-14,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-04-14,47,9.3,2010-04-14 04:30:00,24.8,2010-04-14 15:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-04-14,48,9.7,2011-04-14 04:30:00,23.2,2011-04-14 15:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-04-14,48,11.5,2012-04-14 05:00:00,25.1,2012-04-14 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-04-14,52,13.4,2013-04-14 04:00:00,28.6,2013-04-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-04-14,52,11.7,2014-04-14 05:30:00,19.6,2014-04-14 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-04-14,48,9.8,2015-04-14 05:30:00,22,2015-04-14 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-04-14,52,13.5,2016-04-14 03:30:00,22.1,2016-04-14 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-04-14,48,11,2017-04-14 06:30:00,23.6,2017-04-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-04-14,54,21.1,2018-04-14 01:30:00,30.2,2018-04-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-04-14,48,13.4,2019-04-14 23:30:00,22.1,2019-04-14 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-04-14,61,10,2020-04-14 06:30:00,25.6,2020-04-14 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-05-14,48,8.1,2010-05-14 06:00:00,19.5,2010-05-14 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-05-14,48,7.9,2011-05-14 22:30:00,16.7,2011-05-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-05-14,48,6.6,2012-05-14 21:00:00,16.9,2012-05-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-05-14,48,8.3,2013-05-14 23:30:00,19.5,2013-05-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-05-14,60,9.5,2014-05-14 05:00:00,22.4,2014-05-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-05-14,48,1.9,2015-05-14 03:30:00,16.9,2015-05-14 13:30:00,TRUE,"Cold",11,0,10,0,2015-05-14 01:30:00,2015-05-14 06:30:00,NA,NA
2016-05-14,50,6.8,2016-05-14 07:00:00,25.9,2016-05-14 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-05-14,56,10.8,2017-05-14 04:00:00,19,2017-05-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-05-14,52,13.6,2018-05-14 06:00:00,18.8,2018-05-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-05-14,57,9,2019-05-14 06:30:00,22.8,2019-05-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-05-14,50,6.4,2020-05-14 02:00:00,17.3,2020-05-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-06-14,69,3,2010-06-14 06:30:00,18,2010-06-14 14:00:00,TRUE,"Cold",29,0,23,0,2010-06-14 00:30:00,2010-06-14 07:30:00,NA,NA
2011-06-14,70,14.1,2011-06-14 10:00:00,16.7,2011-06-14 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-06-14,64,8.9,2012-06-14 23:30:00,18.5,2012-06-14 15:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-06-14,53,5.9,2013-06-14 06:30:00,18.8,2013-06-14 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-06-14,54,10.3,2014-06-14 23:00:00,19.4,2014-06-14 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-06-14,63,6,2015-06-14 03:30:00,18.6,2015-06-14 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-06-14,58,5.9,2016-06-14 06:00:00,20.7,2016-06-14 16:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-06-14,50,9.8,2017-06-14 23:30:00,18.9,2017-06-14 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-06-14,58,4.5,2018-06-14 07:30:00,18.7,2018-06-14 14:00:00,TRUE,"Cold",9,0,7,0,2018-06-14 04:00:00,2018-06-14 07:30:00,NA,NA
2019-06-14,48,7.8,2019-06-14 23:30:00,19.1,2019-06-14 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-06-14,51,6.9,2020-06-14 23:30:00,21,2020-06-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-07-14,55,12.2,2010-07-14 20:30:00,18.3,2010-07-14 04:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-07-14,50,5.2,2011-07-14 07:30:00,14,2011-07-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-07-14,54,6.6,2012-07-14 07:00:00,19.2,2012-07-14 15:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-07-14,52,4.5,2013-07-14 06:00:00,18.7,2013-07-14 14:00:00,TRUE,"Cold",3,0,1,0,2013-07-14 05:00:00,2013-07-14 07:00:00,NA,NA
2014-07-14,52,2.8,2014-07-14 03:00:00,16.7,2014-07-14 12:30:00,TRUE,"Cold",8,0,6,0,2014-07-14,2014-07-14 04:30:00,NA,NA
2015-07-14,48,5.7,2015-07-14 07:30:00,16,2015-07-14 15:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-07-14,48,4,2016-07-14 07:00:00,16.3,2016-07-14 15:30:00,TRUE,"Cold",6,0,6,0,2016-07-14 04:30:00,2016-07-14 07:00:00,NA,NA
2017-07-14,57,3.5,2017-07-14 06:30:00,19.8,2017-07-14 14:30:00,TRUE,"Cold",16,0,11,0,2017-07-14 03:00:00,2017-07-14 08:00:00,NA,NA
2018-07-14,50,3.7,2018-07-15,16.6,2018-07-14 14:30:00,TRUE,"Cold",7,0,7,0,2018-07-14 21:30:00,2018-07-15,NA,NA
2019-07-14,48,4.1,2019-07-14 05:30:00,16.3,2019-07-14 14:00:00,TRUE,"Cold",4,0,3,0,2019-07-14 23:30:00,2019-07-14 06:00:00,NA,NA
2020-07-14,66,10.8,2020-07-14 01:30:00,15.9,2020-07-14 15:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-08-14,56,4.5,2010-08-14 06:00:00,20.6,2010-08-14 15:00:00,TRUE,"Cold",7,0,7,0,2010-08-14 06:00:00,2010-08-14 07:00:00,NA,NA
2011-08-14,53,9.1,2011-08-14,15.7,2011-08-14 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-08-14,53,3.7,2012-08-14 04:30:00,18,2012-08-14 15:00:00,TRUE,"Cold",11,0,11,0,2012-08-14 02:30:00,2012-08-14 07:00:00,NA,NA
2013-08-14,48,6.9,2013-08-14 03:30:00,22.8,2013-08-14 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-08-14,48,5.1,2014-08-14 04:00:00,16.8,2014-08-14 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-08-14,48,2.6,2015-08-14 07:00:00,19.1,2015-08-14 14:30:00,TRUE,"Cold",9,0,9,0,2015-08-14 03:00:00,2015-08-14 07:00:00,NA,NA
2016-08-14,50,4.3,2016-08-14 05:00:00,18.9,2016-08-14 13:00:00,TRUE,"Cold",7,0,4,0,2016-08-14 03:30:00,2016-08-14 06:30:00,NA,NA
2017-08-14,54,5,2017-08-14 06:00:00,22.2,2017-08-14 15:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-08-14,48,5.5,2018-08-14 05:30:00,22.1,2018-08-14 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-08-14,52,5.2,2019-08-14 23:30:00,18.9,2019-08-14 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-08-14,54,7.1,2020-08-14 06:00:00,17.8,2020-08-14 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-09-14,55,10.5,2010-09-14 03:00:00,17.6,2010-09-14 08:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-09-14,48,4.7,2011-09-14 06:00:00,25.7,2011-09-14 14:30:00,TRUE,"Cold",2,0,2,0,2011-09-14 05:30:00,2011-09-14 06:00:00,NA,NA
2012-09-14,48,6,2012-09-14 06:00:00,17.7,2012-09-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-09-14,57,12.6,2013-09-14 23:00:00,20.5,2013-09-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-09-14,53,9.7,2014-09-14 05:30:00,23.8,2014-09-14 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-09-14,62,9.3,2015-09-14 05:00:00,23,2015-09-14 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-09-14,51,15.5,2016-09-14 02:30:00,23.7,2016-09-14 16:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-09-14,56,11.4,2017-09-14 04:30:00,18.7,2017-09-14,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-09-14,48,13.2,2018-09-14,23.2,2018-09-14 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-09-14,58,6.9,2019-09-14 06:00:00,18.8,2019-09-14 11:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-09-14,52,7.9,2020-09-14 05:00:00,19.7,2020-09-14 10:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-01-15,53,19.7,2010-01-15 02:00:00,25,2010-01-15 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-01-15,51,21.9,2011-01-15 00:30:00,30.8,2011-01-15 15:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-01-15,56,17.3,2012-01-15 05:00:00,23.1,2012-01-15 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-01-15,48,13.5,2013-01-15 04:30:00,24.8,2013-01-15 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-01-15,54,17.9,2014-01-15 03:00:00,30.3,2014-01-15 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-01-15,48,21.2,2015-01-15 03:30:00,26.8,2015-01-15 10:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-01-15,77,13.9,2016-01-15 07:30:00,20.4,2016-01-15 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-01-15,56,22.1,2017-01-15 04:30:00,24.9,2017-01-15 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-01-15,57,15.7,2018-01-15 05:30:00,24.6,2018-01-15 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-01-15,48,22.1,2019-01-15 05:00:00,29.9,2019-01-15 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-01-15,60,16,2020-01-15 04:00:00,27.5,2020-01-15 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2021-01-15,51,20.5,2021-01-15 03:30:00,28.1,2021-01-15 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-10-15,58,16.5,2010-10-15 02:30:00,25.4,2010-10-15 16:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-10-15,56,15.1,2011-10-16,23.8,2011-10-15 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-10-15,54,8.3,2012-10-15 04:30:00,26.4,2012-10-15 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-10-15,48,6.7,2013-10-15 05:00:00,23.9,2013-10-15 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-10-15,87,9.7,2014-10-15 23:00:00,16.3,2014-10-15 15:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-10-15,55,13.9,2015-10-15 05:30:00,25.4,2015-10-15 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-10-15,48,7.1,2016-10-15 05:00:00,25.3,2016-10-15 13:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-10-15,48,14.6,2017-10-15 23:30:00,21.5,2017-10-15 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-10-15,98,13.9,2018-10-15 05:00:00,21.3,2018-10-15 15:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-10-15,59,11.9,2019-10-15 01:30:00,25.2,2019-10-15 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-10-15,53,12.8,2020-10-15 05:00:00,26.5,2020-10-15 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-11-15,53,17.8,2010-11-15 17:30:00,22.8,2010-11-15,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-11-15,48,15.6,2011-11-15 05:00:00,24.4,2011-11-15 11:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-11-15,48,13.6,2012-11-15 03:00:00,26,2012-11-15 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-11-15,51,13.9,2013-11-15 03:00:00,22,2013-11-15 10:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-11-15,48,18.3,2014-11-15 22:30:00,21.8,2014-11-15 11:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-11-15,64,15,2015-11-15 23:30:00,20.1,2015-11-15 14:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-11-15,48,13,2016-11-15 23:30:00,20.9,2016-11-15 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-11-15,52,12.8,2017-11-15 04:30:00,24.8,2017-11-15 14:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-11-15,71,14.5,2018-11-15 04:30:00,22.8,2018-11-15 09:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-11-15,50,10.7,2019-11-15 05:00:00,32.8,2019-11-15 16:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-11-15,65,14,2020-11-15 04:00:00,28.3,2020-11-15 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2010-12-15,48,18.5,2010-12-15 03:30:00,27.2,2010-12-15 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2011-12-15,48,14,2011-12-15 05:00:00,21,2011-12-15 12:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2012-12-15,48,18.3,2012-12-15 04:00:00,26.4,2012-12-15 18:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2013-12-15,56,16.8,2013-12-15,24.1,2013-12-15 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2014-12-15,48,14.8,2014-12-15 05:00:00,25.5,2014-12-15 13:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2015-12-15,54,16.2,2015-12-15 04:00:00,28,2015-12-15 11:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2016-12-15,75,16.5,2016-12-15 11:00:00,20.3,2016-12-15 00:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2017-12-15,48,20.9,2017-12-15 04:00:00,25.7,2017-12-15 16:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2018-12-15,58,21.1,2018-12-15,27.7,2018-12-15 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2019-12-15,48,19.7,2019-12-15 03:30:00,28.3,2019-12-15 11:30:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
2020-12-15,74,18.9,2020-12-15 01:30:00,25.6,2020-12-15 12:00:00,FALSE,NA,0,0,0,0,NA,NA,NA,NA
